id;curso;asignatura;tema;concepto;nivel;tipo;pregunta;opciones;respuesta_correcta;extra;activa
Q000390;3EP;Socials;community;services;2;test;Which place is related to history? (level 2);museum|cinema|stadium|farm;museum;Think about community services.;1
Q000391;3EP;Socials;community;services;2;arrastrar;Match each place with its service. (level 2);hospital|school|fire station;doctors|teachers|firefighters;Match places and what happens there.;1
Q000392;3EP;Socials;community;services;2;arrastrar;Match each place with its service. (level 2);school|fire station|police station;teachers|firefighters|police officers;Match places and what happens there.;1
Q000393;3EP;Socials;community;services;2;arrastrar;Match each place with its service. (level 2);fire station|police station|library;firefighters|police officers|books;Match places and what happens there.;1
Q000394;3EP;Socials;community;services;2;arrastrar;Match each place with its service. (level 2);police station|library|town hall;police officers|books|local government;Match places and what happens there.;1
Q000395;3EP;Socials;community;services;2;arrastrar;Match each place with its service. (level 2);library|town hall|post office;books|local government|letters;Match places and what happens there.;1
Q000396;3EP;Socials;community;services;2;arrastrar;Match each place with its service. (level 2);town hall|post office|park;local government|letters|recreation;Match places and what happens there.;1
Q000397;3EP;Socials;community;services;2;arrastrar;Match each place with its service. (level 2);post office|park|market;letters|recreation|shopping;Match places and what happens there.;1
Q000398;3EP;Socials;community;services;2;arrastrar;Match each place with its service. (level 2);park|market|museum;recreation|shopping|history;Match places and what happens there.;1
Q000399;3EP;Socials;community;services;2;arrastrar;Match each place with its service. (level 2);market|museum|hospital;shopping|history|doctors;Match places and what happens there.;1
Q000400;3EP;Socials;community;services;2;arrastrar;Match each place with its service. (level 2);museum|hospital|school;history|doctors|teachers;Match places and what happens there.;1
Q000401;3EP;Socials;community;services;3;test;Which place is related to doctors? (level 3);hospital|cinema|stadium|farm;hospital;Think about community services.;1
Q000402;3EP;Socials;community;services;3;test;Which place is related to teachers? (level 3);school|cinema|stadium|farm;school;Think about community services.;1
Q000403;3EP;Socials;community;services;3;test;Which place is related to firefighters? (level 3);fire station|cinema|stadium|farm;fire station;Think about community services.;1
Q000404;3EP;Socials;community;services;3;test;Which place is related to police officers? (level 3);police station|cinema|stadium|farm;police station;Think about community services.;1
Q000405;3EP;Socials;community;services;3;test;Which place is related to books? (level 3);library|cinema|stadium|farm;library;Think about community services.;1
Q000406;3EP;Socials;community;services;3;test;Which place is related to local government? (level 3);town hall|cinema|stadium|farm;town hall;Think about community services.;1
Q000407;3EP;Socials;community;services;3;test;Which place is related to letters? (level 3);post office|cinema|stadium|farm;post office;Think about community services.;1
Q000408;3EP;Socials;community;services;3;test;Which place is related to recreation? (level 3);park|cinema|stadium|farm;park;Think about community services.;1
Q000409;3EP;Socials;community;services;3;test;Which place is related to shopping? (level 3);market|cinema|stadium|farm;market;Think about community services.;1
Q000410;3EP;Socials;community;services;3;test;Which place is related to history? (level 3);museum|cinema|stadium|farm;museum;Think about community services.;1
Q000411;3EP;Socials;community;services;3;arrastrar;Match each place with its service. (level 3);hospital|school|fire station;doctors|teachers|firefighters;Match places and what happens there.;1
Q000412;3EP;Socials;community;services;3;arrastrar;Match each place with its service. (level 3);school|fire station|police station;teachers|firefighters|police officers;Match places and what happens there.;1
Q000413;3EP;Socials;community;services;3;arrastrar;Match each place with its service. (level 3);fire station|police station|library;firefighters|police officers|books;Match places and what happens there.;1
Q000414;3EP;Socials;community;services;3;arrastrar;Match each place with its service. (level 3);police station|library|town hall;police officers|books|local government;Match places and what happens there.;1
Q000415;3EP;Socials;community;services;3;arrastrar;Match each place with its service. (level 3);library|town hall|post office;books|local government|letters;Match places and what happens there.;1
Q000416;3EP;Socials;community;services;3;arrastrar;Match each place with its service. (level 3);town hall|post office|park;local government|letters|recreation;Match places and what happens there.;1
Q000417;3EP;Socials;community;services;3;arrastrar;Match each place with its service. (level 3);post office|park|market;letters|recreation|shopping;Match places and what happens there.;1
Q000418;3EP;Socials;community;services;3;arrastrar;Match each place with its service. (level 3);park|market|museum;recreation|shopping|history;Match places and what happens there.;1
Q000419;3EP;Socials;community;services;3;arrastrar;Match each place with its service. (level 3);market|museum|hospital;shopping|history|doctors;Match places and what happens there.;1
Q000420;3EP;Socials;community;services;3;arrastrar;Match each place with its service. (level 3);museum|hospital|school;history|doctors|teachers;Match places and what happens there.;1
Q000421;3EP;Socials;geography;directions;1;test;Which direction does 'N' mean? (level 1);north|south|east|west;north;Remember the four cardinal directions.;1
Q000422;3EP;Socials;geography;directions;1;test;Which direction does 'S' mean? (level 1);south|north|east|west;south;Remember the four cardinal directions.;1
Q000423;3EP;Socials;geography;directions;1;test;Which direction does 'E' mean? (level 1);east|north|south|west;east;Remember the four cardinal directions.;1
Q000424;3EP;Socials;geography;directions;1;test;Which direction does 'W' mean? (level 1);west|north|south|east;west;Remember the four cardinal directions.;1
Q000425;3EP;Socials;geography;directions;1;test;Which direction does 'N' mean? (level 1);north|south|east|west;north;Remember the four cardinal directions.;1
Q000426;3EP;Socials;geography;directions;1;test;Which direction does 'S' mean? (level 1);south|north|east|west;south;Remember the four cardinal directions.;1
Q000427;3EP;Socials;geography;directions;1;test;Which direction does 'E' mean? (level 1);east|north|south|west;east;Remember the four cardinal directions.;1
Q000428;3EP;Socials;geography;directions;1;test;Which direction does 'W' mean? (level 1);west|north|south|east;west;Remember the four cardinal directions.;1
Q000429;3EP;Socials;geography;directions;1;test;Which direction does 'N' mean? (level 1);north|south|east|west;north;Remember the four cardinal directions.;1
Q000430;3EP;Socials;geography;directions;1;test;Which direction does 'S' mean? (level 1);south|north|east|west;south;Remember the four cardinal directions.;1
Q000431;3EP;Socials;geography;directions;1;completar;The opposite of south is ___.;north|south|east|west;north;Think of opposite cardinal directions.;1
Q000432;3EP;Socials;geography;directions;1;completar;The opposite of north is ___.;north|south|east|west;south;Think of opposite cardinal directions.;1
Q000433;3EP;Socials;geography;directions;1;completar;The opposite of west is ___.;north|south|east|west;east;Think of opposite cardinal directions.;1
Q000434;3EP;Socials;geography;directions;1;completar;The opposite of east is ___.;north|south|east|west;west;Think of opposite cardinal directions.;1
Q000435;3EP;Socials;geography;directions;1;completar;The opposite of south is ___.;north|south|east|west;north;Think of opposite cardinal directions.;1
Q000436;3EP;Socials;geography;directions;1;completar;The opposite of north is ___.;north|south|east|west;south;Think of opposite cardinal directions.;1
Q000437;3EP;Socials;geography;directions;1;completar;The opposite of west is ___.;north|south|east|west;east;Think of opposite cardinal directions.;1
Q000438;3EP;Socials;geography;directions;1;completar;The opposite of east is ___.;north|south|east|west;west;Think of opposite cardinal directions.;1
Q000439;3EP;Socials;geography;directions;1;completar;The opposite of south is ___.;north|south|east|west;north;Think of opposite cardinal directions.;1
Q000440;3EP;Socials;geography;directions;1;completar;The opposite of north is ___.;north|south|east|west;south;Think of opposite cardinal directions.;1
Q000441;3EP;Socials;geography;directions;2;test;Which direction does 'N' mean? (level 2);north|south|east|west;north;Remember the four cardinal directions.;1
Q000442;3EP;Socials;geography;directions;2;test;Which direction does 'S' mean? (level 2);south|north|east|west;south;Remember the four cardinal directions.;1
Q000443;3EP;Socials;geography;directions;2;test;Which direction does 'E' mean? (level 2);east|north|south|west;east;Remember the four cardinal directions.;1
Q000444;3EP;Socials;geography;directions;2;test;Which direction does 'W' mean? (level 2);west|north|south|east;west;Remember the four cardinal directions.;1
Q000445;3EP;Socials;geography;directions;2;test;Which direction does 'N' mean? (level 2);north|south|east|west;north;Remember the four cardinal directions.;1
Q000446;3EP;Socials;geography;directions;2;test;Which direction does 'S' mean? (level 2);south|north|east|west;south;Remember the four cardinal directions.;1
Q000447;3EP;Socials;geography;directions;2;test;Which direction does 'E' mean? (level 2);east|north|south|west;east;Remember the four cardinal directions.;1
Q000448;3EP;Socials;geography;directions;2;test;Which direction does 'W' mean? (level 2);west|north|south|east;west;Remember the four cardinal directions.;1
Q000449;3EP;Socials;geography;directions;2;test;Which direction does 'N' mean? (level 2);north|south|east|west;north;Remember the four cardinal directions.;1
Q000450;3EP;Socials;geography;directions;2;test;Which direction does 'S' mean? (level 2);south|north|east|west;south;Remember the four cardinal directions.;1
Q000451;3EP;Socials;geography;directions;2;completar;The opposite of south is ___.;north|south|east|west;north;Think of opposite cardinal directions.;1
Q000452;3EP;Socials;geography;directions;2;completar;The opposite of north is ___.;north|south|east|west;south;Think of opposite cardinal directions.;1
Q000453;3EP;Socials;geography;directions;2;completar;The opposite of west is ___.;north|south|east|west;east;Think of opposite cardinal directions.;1
Q000454;3EP;Socials;geography;directions;2;completar;The opposite of east is ___.;north|south|east|west;west;Think of opposite cardinal directions.;1
Q000455;3EP;Socials;geography;directions;2;completar;The opposite of south is ___.;north|south|east|west;north;Think of opposite cardinal directions.;1
Q000456;3EP;Socials;geography;directions;2;completar;The opposite of north is ___.;north|south|east|west;south;Think of opposite cardinal directions.;1
Q000457;3EP;Socials;geography;directions;2;completar;The opposite of west is ___.;north|south|east|west;east;Think of opposite cardinal directions.;1
Q000458;3EP;Socials;geography;directions;2;completar;The opposite of east is ___.;north|south|east|west;west;Think of opposite cardinal directions.;1
Q000459;3EP;Socials;geography;directions;2;completar;The opposite of south is ___.;north|south|east|west;north;Think of opposite cardinal directions.;1
Q000460;3EP;Socials;geography;directions;2;completar;The opposite of north is ___.;north|south|east|west;south;Think of opposite cardinal directions.;1
Q000461;3EP;Socials;geography;directions;3;test;Which direction does 'N' mean? (level 3);north|south|east|west;north;Remember the four cardinal directions.;1
Q000462;3EP;Socials;geography;directions;3;test;Which direction does 'S' mean? (level 3);south|north|east|west;south;Remember the four cardinal directions.;1
Q000463;3EP;Socials;geography;directions;3;test;Which direction does 'E' mean? (level 3);east|north|south|west;east;Remember the four cardinal directions.;1
Q000464;3EP;Socials;geography;directions;3;test;Which direction does 'W' mean? (level 3);west|north|south|east;west;Remember the four cardinal directions.;1
Q000465;3EP;Socials;geography;directions;3;test;Which direction does 'N' mean? (level 3);north|south|east|west;north;Remember the four cardinal directions.;1
Q000466;3EP;Socials;geography;directions;3;test;Which direction does 'S' mean? (level 3);south|north|east|west;south;Remember the four cardinal directions.;1
Q000467;3EP;Socials;geography;directions;3;test;Which direction does 'E' mean? (level 3);east|north|south|west;east;Remember the four cardinal directions.;1
Q000468;3EP;Socials;geography;directions;3;test;Which direction does 'W' mean? (level 3);west|north|south|east;west;Remember the four cardinal directions.;1
Q000469;3EP;Socials;geography;directions;3;test;Which direction does 'N' mean? (level 3);north|south|east|west;north;Remember the four cardinal directions.;1
Q000470;3EP;Socials;geography;directions;3;test;Which direction does 'S' mean? (level 3);south|north|east|west;south;Remember the four cardinal directions.;1
Q000471;3EP;Socials;geography;directions;3;completar;The opposite of south is ___.;north|south|east|west;north;Think of opposite cardinal directions.;1
Q000472;3EP;Socials;geography;directions;3;completar;The opposite of north is ___.;north|south|east|west;south;Think of opposite cardinal directions.;1
Q000473;3EP;Socials;geography;directions;3;completar;The opposite of west is ___.;north|south|east|west;east;Think of opposite cardinal directions.;1
Q000474;3EP;Socials;geography;directions;3;completar;The opposite of east is ___.;north|south|east|west;west;Think of opposite cardinal directions.;1
Q000475;3EP;Socials;geography;directions;3;completar;The opposite of south is ___.;north|south|east|west;north;Think of opposite cardinal directions.;1
Q000476;3EP;Socials;geography;directions;3;completar;The opposite of north is ___.;north|south|east|west;south;Think of opposite cardinal directions.;1
Q000477;3EP;Socials;geography;directions;3;completar;The opposite of west is ___.;north|south|east|west;east;Think of opposite cardinal directions.;1
Q000478;3EP;Socials;geography;directions;3;completar;The opposite of east is ___.;north|south|east|west;west;Think of opposite cardinal directions.;1
Q000479;3EP;Socials;geography;directions;3;completar;The opposite of south is ___.;north|south|east|west;north;Think of opposite cardinal directions.;1
Q000480;3EP;Socials;geography;directions;3;completar;The opposite of north is ___.;north|south|east|west;south;Think of opposite cardinal directions.;1
